 format: day,hour,forecast,value  location:53_124 Start : 20260706 
 6,1700,+45,95.000000 
 6,1700,+46,95.000000 
 6,1700,+47,95.000000 
 6,1700,+48,95.000000 
 6,1700,+49,95.000000 
 6,1700,+50,95.000000 
 6,1700,+51,95.000000 
 6,1700,+52,95.000000 
 6,1700,+53,95.000000 
 6,1700,+54,95.000000 
 6,1700,+55,95.000000 
 6,1700,+56,95.000000 
 6,1700,+57,90.000000 
 6,1700,+58,90.000000 
 6,1700,+59,85.000000 
 6,1700,+60,90.000000 
 6,1700,+61,85.000000 
 6,1700,+62,85.000000 
 6,1700,+63,85.000000 
 6,1700,+64,85.000000 
 6,1700,+65,90.000000 
 6,1700,+66,90.000000 
 6,1700,+67,90.000000 
 6,1700,+68,90.000000 
 6,1700,+69,90.000000 
 6,1700,+70,90.000000 
 6,1700,+73,95.000000 
 6,1700,+76,95.000000 
 6,1700,+79,90.000000 
 6,1700,+82,85.000000 
 6,1700,+85,85.000000 
 6,1700,+88,85.000000 
 6,1700,+91,90.000000 
 6,1700,+94,95.000000 
 6,2000,+6,85.000000 
 6,2000,+7,85.000000 
 6,2000,+8,85.000000 
 6,2000,+9,80.000000 
 6,2000,+10,80.000000 
 6,2000,+11,80.000000 
 6,2000,+12,80.000000 
 6,2000,+13,80.000000 
 6,2000,+14,80.000000 
 6,2000,+15,80.000000 
 6,2000,+16,85.000000 
 6,2000,+17,85.000000 
 6,2000,+18,90.000000 
 6,2000,+19,85.000000 
 6,2000,+20,85.000000 
 6,2000,+21,90.000000 
 6,2000,+22,85.000000 
 6,2000,+23,80.000000 
 6,2000,+24,80.000000 
 6,2000,+25,80.000000 
 6,2000,+26,85.000000 
 6,2000,+27,85.000000 
 6,2000,+28,85.000000 
 6,2000,+29,90.000000 
 6,2000,+30,90.000000 
 6,2000,+31,90.000000 
 6,2000,+32,90.000000 
 6,2000,+33,90.000000 
 6,2000,+34,90.000000 
 6,2000,+35,90.000000 
 6,2000,+36,90.000000 
 6,2000,+37,90.000000 
 6,2000,+38,90.000000 
 6,2000,+39,95.000000 
 6,2000,+40,95.000000 
 6,2000,+41,95.000000 
 6,2000,+42,95.000000 
 6,2000,+43,95.000000 
 6,2000,+44,95.000000 
 6,2000,+45,95.000000 
 6,2000,+46,95.000000 
 6,2000,+47,95.000000 
 6,2000,+48,95.000000 
 6,2000,+49,95.000000 
 6,2000,+50,95.000000 
 6,2000,+51,95.000000 
 6,2000,+52,90.000000 
 6,2000,+53,90.000000 
 6,2000,+54,90.000000 
 6,2000,+55,90.000000 
 6,2000,+56,90.000000 
 6,2000,+57,90.000000 
 6,2000,+58,90.000000 
 6,2000,+59,85.000000 
 6,2000,+60,85.000000 
 6,2000,+61,85.000000 
 6,2000,+62,90.000000 
 6,2000,+63,90.000000 
 6,2000,+64,90.000000 
 6,2000,+65,90.000000 
 6,2000,+66,90.000000 
 6,2000,+67,90.000000 
 6,2000,+70,95.000000 
 6,2000,+73,95.000000 
 6,2000,+76,90.000000 
 6,2000,+79,85.000000 
 6,2000,+82,85.000000 
 6,2000,+85,85.000000 
 6,2000,+88,95.000000 
 6,2000,+91,95.000000 
 6,2300,+6,80.000000 
 6,2300,+7,80.000000 
 6,2300,+8,80.000000 
 6,2300,+9,80.000000 
 6,2300,+10,80.000000 
 6,2300,+11,80.000000 
 6,2300,+12,80.000000 
 6,2300,+13,85.000000 
 6,2300,+14,85.000000 
 6,2300,+15,90.000000 
 6,2300,+16,85.000000 
 6,2300,+17,85.000000 
 6,2300,+18,90.000000 
 6,2300,+19,85.000000 
 6,2300,+20,80.000000 
 6,2300,+21,80.000000 
 6,2300,+22,80.000000 
 6,2300,+23,85.000000 
 6,2300,+24,85.000000 
 6,2300,+25,85.000000 
 6,2300,+26,90.000000 
 6,2300,+27,90.000000 
 6,2300,+28,90.000000 
 6,2300,+29,90.000000 
 6,2300,+30,90.000000 
 6,2300,+31,90.000000 
 6,2300,+32,90.000000 
 6,2300,+33,90.000000 
 6,2300,+34,90.000000 
 6,2300,+35,90.000000 
 6,2300,+36,95.000000 
 6,2300,+37,95.000000 
 6,2300,+38,95.000000 
